# x,y,err
-2.934951418,-6.501012933,0.342580407
-2.842295852,-6.897731366,0.142951585
-2.702139760,-6.015168437,0.280062591
-2.667005236,-7.114473748,0.295376522
-2.547775132,-3.990911952,0.084841345
-2.473411458,-3.783289408,0.077757532
-2.379676128,-4.486725723,0.181104790
-2.233747877,-6.502875396,0.168043778
-2.191873957,-3.967438447,0.252516851
-2.028203141,-3.579697847,0.201725744
-1.943569268,-3.883412194,0.122091631
-1.866792548,-2.250583505,0.149713635
-1.734135120,-3.349067950,0.186106834
-1.621204572,-4.673137232,0.165020479
-1.599366067,-5.680728076,0.172432752
-1.475586175,-3.302773495,0.095857117
-1.375468270,-1.913042435,0.054013464
-1.205858283,-4.340082883,0.166545792
-1.184035664,-2.875846955,0.172947705
-1.021407372,-0.742283351,0.032609677
-0.936229160,-1.628460604,0.036696754
-0.869511576,-3.049719695,0.212579301
-0.705139525,-1.802933053,0.129063698
-0.664592230,-2.269703381,0.073920598
-0.549545359,-0.139490479,0.006836604
-0.476580047,-1.028607475,0.093276721
-0.358141932,-2.379677680,0.085184118
-0.277169729,-3.403428923,0.160090053
-0.140997770,-0.389390053,0.056540400
-0.044469386,-1.044993719,0.089649047
0.067573492,1.392246419,0.050350181
0.123425947,-2.407972592,0.100492745
0.208471130,-2.310186649,0.086163253
0.367346829,-0.551836404,0.020155174
0.404206906,1.523528322,0.061073866
0.548658957,0.713234252,0.021861369
0.643455646,1.072221462,0.030453858
0.713735053,0.368396143,0.022360025
0.865595276,-0.212986065,0.009930745
0.951165666,2.209279981,0.076215715
1.052003400,2.732356322,0.059533463
1.115405023,2.546039205,0.068700125
1.283792221,-0.122849298,0.002894702
1.345420813,1.515015515,0.072894076
1.408475621,0.943653532,0.037297762
1.591473072,1.122137589,0.049898352
1.691840636,1.524034817,0.055617526
1.785800286,2.801403969,0.107815445
1.872746660,2.266061609,0.064543080
1.924189633,4.797673349,0.236179813
2.006975288,3.327788455,0.139856454
2.138007858,1.208304514,0.037196937
2.204891311,3.662674035,0.168748221
2.362656542,2.297546655,0.054613507
2.479882053,3.751823791,0.130508012
2.590729547,2.604866234,0.080273736
2.614468104,2.152407222,0.076251630
2.788255891,3.758424440,0.138317325
2.825882282,5.181292847,0.138397665
2.975888325,4.306933127,0.197867528
3.002785153,3.366767735,0.095870913
3.197071478,4.837186328,0.233850073
3.223414109,2.947609078,0.115491682
3.321084482,7.234321826,0.296146729
3.475081033,6.291980193,0.264745644
3.515849785,5.524711926,0.217198657
3.648007934,7.384271682,0.361489849
3.791060222,7.512888480,0.348569513
3.819505359,8.022801615,0.431889176
3.975839882,6.515441724,0.257113534
4.057235321,8.566991701,0.373017235
4.179378976,8.096359241,0.276250608
4.238033081,6.979414047,0.183550634
4.372798712,10.194781287,0.510450834
4.443575615,8.064364104,0.341102356
4.515461977,9.548943338,0.391030054
4.656036252,5.553822434,0.265153241
4.793681921,6.824031028,0.275237577
4.881378670,6.167081545,0.216585353
4.934798920,7.536137721,0.363060914
5.027798541,10.070786928,0.521677869
5.138987561,9.961499924,0.458694392
5.283244429,6.966046179,0.260803347
5.319653338,8.398420848,0.339816618
5.416744437,7.880373247,0.206733531
5.520382138,11.957170743,0.510430864
5.659446147,8.293543102,0.375173113
5.779171295,9.348563241,0.490277209
5.879542363,10.491110538,0.364135342
5.912020722,9.225655945,0.425140399
6.001815224,9.608120395,0.270158213
6.155128802,12.207519820,0.496668415
6.223629806,11.307102016,0.469323666
6.384980109,8.130196075,0.178058807
6.472032105,8.668992050,0.404691288
6.514178484,11.089539410,0.408757579
6.648146836,11.388089447,0.532480226
6.756117602,11.513125656,0.527628158
6.887301482,10.566932265,0.477542751
6.908885980,13.889147614,0.759008788
