created,min_temp,temp,max_temp,air_pressure,humidity,visibility,wind_direction_compass,wind_direction,wind_speed
2017-03-01T01:51,3.361666666666667,8.083333333333334,8.245,998.185,82.0,7.981512964288554,SSW,213.1777676986844,7.83454012047244
2017-03-01T04:56,3.1566666666666663,8.366666666666667,8.525,997.29,76.0,13.600572655690765,SW,235.67327155087486,8.879480432872027
2017-03-01T08:00,3.1566666666666663,8.343333333333334,8.525,997.29,77.0,12.666651753758053,SW,235.67327155087486,9.135624299538694
2017-03-01T11:04,2.9133333333333336,6.1033333333333335,7.401666666666667,999.685,82.0,11.556572118826056,WSW,238.86043073899455,8.842860503805774
2017-03-01T14:08,2.998333333333333,6.926666666666668,7.706666666666668,1000.965,82.0,11.556572118826056,WSW,240.34813398724438,8.751726062277633
2017-03-01T17:10,3.1650000000000005,6.926666666666668,7.706666666666668,1000.965,82.0,12.333596794718842,SW,232.932902629259,7.954571812277633
2017-03-01T20:12,2.8466666666666662,5.593333333333334,7.146666666666667,1003.335,77.0,12.457871033166311,SW,233.40613085661303,7.64574641923964
2017-03-01T23:12,3.013333333333333,5.973333333333334,7.48,1003.335,76.0,12.457871033166311,SW,232.96895276676568,7.64574641923964
2017-03-02T02:11,1.508,5.876666666666666,8.4,1002.88,82.0,12.821373180625148,SW,218.52372097569676,10.459763294024233
2017-03-02T05:12,1.864,6.656666666666666,8.123333333333333,999.745,78.0,8.903938499164877,SSW,210.9107480636234,10.759335627034119
2017-03-02T08:12,2.004,6.81,8.246666666666668,1003.38,84.0,7.932424640101805,SSW,207.39240482974887,11.067881577357564
2017-03-02T11:13,2.08,6.413333333333332,8.158333333333333,1003.38,83.0,6.663273979957051,SSW,200.20640168697827,9.8563836106909
2017-03-02T14:14,2.38,7.536666666666666,8.631666666666666,1002.3,82.0,6.663273979957051,SSW,204.44575781846538,9.949589289526498
2017-03-02T17:21,2.7133333333333334,8.203333333333333,8.798333333333334,1002.3,81.0,7.579175117314881,SW,218.48963155732616,10.214711639526499
2017-03-02T20:24,2.388333333333333,6.203333333333332,8.063333333333333,1003.685,80.0,7.579175117314881,SW,224.99552518376962,10.58929778974257
2017-03-02T23:24,2.555,6.573333333333332,8.063333333333333,1003.685,81.0,7.579175117314881,SW,231.96540700074033,10.755964456409238
2017-03-03T02:27,1.6849999999999998,6.04,6.548333333333333,1008.59,84.0,7.579175117314881,WSW,249.08128447083192,9.238495872936717
2017-03-03T05:27,2.43,6.793333333333334,6.885000000000002,1005.855,78.0,11.126272568201705,WSW,246.66909754517545,9.100615189002891
2017-03-03T08:28,2.185,5.323333333333333,6.3500000000000005,1015.09,85.0,9.567873618070466,W,261.53034448792454,8.959563739603382
2017-03-03T11:28,2.418333333333333,5.363333333333333,6.553333333333334,1015.09,83.0,9.207478326572817,W,262.1781645997666,8.891137706270051
2017-03-03T14:30,2.5866666666666664,6.6433333333333335,7.008333333333333,1015.61,83.0,9.207478326572817,W,259.86284450293596,8.890102087616322
2017-03-03T17:31,2.42,6.673333333333333,7.175,1015.61,82.0,10.733565974707707,WSW,244.3193877753224,7.806978237616321
2017-03-03T20:33,1.8716666666666668,4.34,6.114999999999998,1015.27,78.0,10.801916805853814,SW,233.5877803314977,7.457407530545614
2017-03-03T23:32,1.8716666666666668,4.413333333333333,6.114999999999998,1015.27,78.0,10.801916805853814,SW,229.11273639508667,6.957407530545614
2017-03-04T02:33,2.296666666666667,7.0233333333333325,11.383333333333333,1012.1,80.0,10.966580171796709,S,178.72415901869402,8.174500375000664
2017-03-04T05:33,3.475,8.226666666666668,11.038333333333332,1008.805,72.0,9.440803209257933,S,183.63909102018485,8.554229916898644
2017-03-04T08:33,3.8683333333333336,9.79,12.413333333333332,1007.6,78.0,10.018057046846415,S,173.50033143366326,8.39225899166733
2017-03-04T11:34,3.735,9.563333333333333,12.523333333333332,1007.6,76.0,9.747139207030939,S,174.0027522511442,7.846161475000661
2017-03-04T14:36,4.048333333333333,10.75,12.563333333333333,1006.755,76.0,9.747139207030939,S,171.40455834012002,7.69502908813993
2017-03-04T17:43,3.715,11.416666666666664,12.505,1006.755,73.0,9.431482641374373,SSE,166.7780927574039,7.578664604806595
2017-03-04T20:44,3.401666666666667,8.75,11.218333333333335,1005.7,70.0,9.431482641374373,SSE,162.3217761061266,7.569276100339352
2017-03-04T23:44,4.735,9.416666666666666,11.551666666666668,1005.7,72.0,9.431482641374373,SSE,159.16532838171136,7.4026094336726835
2017-03-05T02:44,6.118333333333332,11.406666666666665,13.378333333333332,1005.655,77.0,9.431482641374373,S,188.11317875377884,8.370737896781462
2017-03-05T05:43,5.420000000000001,11.333333333333336,12.918333333333333,1004.495,74.0,9.170506740634693,SSW,205.14227304163018,8.815638086923036
2017-03-05T08:43,6.066666666666667,13.463333333333333,14.073333333333332,1004.655,79.0,8.365831046687347,SSW,210.76122284741606,8.997078296781462
2017-03-05T11:43,6.275000000000001,13.513333333333335,13.99,1004.655,77.0,8.361792133937804,SSW,209.1621090822984,8.225539546781462
2017-03-05T14:44,6.278333333333332,12.336666666666664,13.305,1004.7,74.0,8.361792133937804,SSW,211.90309779093127,7.978162561707628
2017-03-05T17:45,6.945,13.003333333333332,13.971666666666666,1004.7,72.0,8.013513580688777,SSW,209.03908047891116,6.242181828374293
2017-03-05T20:46,6.9750000000000005,10.753333333333332,13.068333333333333,1005.325,69.0,8.013513580688777,SW,224.3503003466734,5.409064699076061
2017-03-05T23:49,6.808333333333334,10.996666666666668,13.068333333333333,1005.325,69.0,8.013513580688777,SW,234.69543786746456,5.075731365742729
2017-03-06T02:55,4.23,9.483333333333333,9.031666666666668,1003.14,86.0,7.476027499403484,WNW,291.207950679668,6.24325555779448
2017-03-06T05:58,3.313333333333333,8.78,8.386666666666667,997.93,90.0,5.41866748190567,WNW,286.06595683099636,8.304763367021923
2017-03-06T08:58,3.473333333333333,6.913333333333332,7.668333333333334,999.64,93.0,5.582709476656326,WNW,289.76213348319976,8.028806191127813
2017-03-06T12:00,3.475,6.77,7.793333333333334,1000.14,92.0,7.858481468225563,W,276.4068989269482,7.983190691127814
2017-03-06T15:04,3.733333333333333,6.696666666666666,7.771666666666667,1000.165,93.0,7.320995386940268,NW,304.9369577876597,7.557273616436015
2017-03-06T18:06,3.673333333333333,7.03,7.8983333333333325,1000.165,90.0,7.336529666746203,NW,317.7851645165547,6.097273616436014
2017-03-06T21:08,3.0516666666666667,6.363333333333332,7.565,999.61,89.0,7.336529666746203,WNW,286.28444023309936,6.186336820656699
2017-03-07T00:08,1.3633333333333333,5.553333333333334,8.155000000000001,1007.49,87.0,10.067456056629283,WSW,248.31066097866452,3.0138747718271963
2017-03-07T03:12,1.3533333333333335,5.7,8.61,1007.49,86.0,7.516727312495028,WSW,244.69500060653598,3.0327364718271963
2017-03-07T06:15,1.952,7.53,9.293333333333333,1002.315,81.0,7.516727312495028,WSW,236.3974848466616,3.587692197058512
2017-03-07T09:22,1.3533333333333335,6.153333333333332,8.616666666666667,1007.49,86.0,7.543756959357352,SW,235.5348918576669,3.1882184884938627
2017-03-07T12:23,1.72,5.8566666666666665,8.408333333333333,1007.49,86.0,6.727585898353615,WSW,239.62606548769372,2.9879978718271967
2017-03-07T15:28,1.815,6.633333333333333,8.465,1008.51,87.0,5.732770619581642,SSW,193.4025846579301,2.9577580902807603
